username,tweet
bowie33333,"RT @CH_HONGKONG: #hongkongpolice basically aren’t professional anymore, just doing everything based on their emotion. no police will be hel…"
kam8822,"RT @yuen_cecil: #RestInPeace gathering for Chow Tsz-lok (周梓樂)
8pm, 8 Nov 2019 (Today)
#Lennon, Tsuen Wan, #HongKongProtests https://t.co/1g…"
aaronelizebath,"RT @tictoc: JUST IN: Hong Kong student Chow Tsz-lok who fell near an area of confrontation between protesters and police has died, SCMP rep…"
haha03251688,"RT @Woppa1Woppa: QE Hospital.  #HKUST student association wish for the press give Chow's family personal space, and also investigate why #H…"
CrayonPersian,RT @frances_sit: Police arrived at the scene to urge ppl to leave &amp; warning them they could be charged for participating in an illegal asse…
yyy_kin,"RT @ajmm19923493: A flash mob march during lunch hour in Central. #HongKong working class is paying tribute to Chow Tsz-Lok, and demanding…"
aubrey79003411,"RT @ClaudiaMCMo: University student Chow Tsz Lok died after falling one floor at a Tseung Kwan O housing estate car park 5 days ago, amid a…"
VivienneChow,"This alone needs independent investigation bcos no matter what the police say, public won’t believe them. RIP… https://t.co/TVQunutEis"
fansiwah,"RT @Woppa1Woppa: QE Hospital.  #HKUST student association wish for the press give Chow's family personal space, and also investigate why #H…"
Amy45835277,RT @Peggy_fung: How crazy is this photo showing the riot police just opened the door and shot directly at the journalist ignoring the fact…
re__11wa01,RT @liamstone_19: #HongKong protesters vandalized a  Genki Sushi branch and robbed the money. #HongKongProtests https://t.co/CoNE4ck5sX
pusangkalye22,RT @galileocheng: Student who suffered brain injury in car park fall has died https://t.co/ipxbSKNs6i via @scmpnews #antiELAB #AntiMaskLaw…
DINOPROP,"RT @tictoc: ""You will have your revenge!""

Protesters blame the Hong Kong police for the death of 22-year-old Chow Tsz-lok (#周梓樂) who fell…"
Banny99791773,RT @LeyleyTsai: The police stopped the guy who has been arrested providing his name to find a lawyer. And this video has been removed from…
poonling12,"RT @hardmaru: Adversarial Attack on Demand

“Inspired by the protests, this cap blocks facial recognition when used. Plans are available fo…"
lilo11,Protests continue in Hong Kong as student dies. @Channel4News goes behind the scenes with the “frontliners”. Shot b… https://t.co/tWL0RXKAVo
Hiroshiman18,"RT @frances_sit: Dozens of Tseung Kwan O residents solemnly mourn the death of the UST student at Sheung Tak car park, at the spot where Ch…"
bb20428139,"RT @tictoc: JUST IN: Hong Kong student Chow Tsz-lok who fell near an area of confrontation between protesters and police has died, SCMP rep…"
rooiboscaramel,"RT @frances_sit: Dozens of Tseung Kwan O residents solemnly mourn the death of the UST student at Sheung Tak car park, at the spot where Ch…"
MargaretHollin1,"RT @Woppa1Woppa: Central.  News broke out about Chow's death, and many working class citizens came to Chater Garden during their lunch brea…"
freehkfreehker,"RT @CH_HONGKONG: no #hongkongpolice will held accountable. they are a killing machine, all hits go straight to the head, whereas the proper…"
kk3hi3123,RT @HongKongFP: A new cartoon from Chinese artist @Badiucao after a student died following a fall during a police operation on Sunday. Full…
Amy45835277,"RT @Woppa1Woppa: #HKPolice say they didn't enter the parking lot BEFORE Chow fell off?  Yeah, they lied again.  Dash cam footage shows them…"
c99whatever,"RT @lauinhk: Latest slogan: ""Hongkongers, revenge! "" The second word of the slogan used to be ""add oil"", which evolved into ""resist"". And n…"
joanna56470123,"RT @Woppa1Woppa: Central.  News broke out about Chow's death, and many working class citizens came to Chater Garden during their lunch brea…"
petec2019,"RT @Fight4HongKong: Chow Tsz-lok, a 22 year-old university student who fell from heights at a carpark during police operations on Nov 4th,…"
standproudhker,RT @JOceanW: It’s graduation day and HKUST received the horrible news that one or their own passed away. Some students are putting up #anti…
Stance_col,"RT @tictoc: JUST IN: Hong Kong student Chow Tsz-lok who fell near an area of confrontation between protesters and police has died, SCMP rep…"
BongHo9,RT @FreedomHKG: Photo of the Hong Kong Police blocking the ambulance from entering the carpark area to rescue student Chow just emerged onl…
404Blacher,"RT @ClaudiaMCMo: University student Chow Tsz Lok died after falling one floor at a Tseung Kwan O housing estate car park 5 days ago, amid a…"
wycf_hk1992,"RT @tictoc: JUST IN: Hong Kong student Chow Tsz-lok who fell near an area of confrontation between protesters and police has died, SCMP rep…"
hang58506435,"RT @ray_slowbeat: Viral video: it looks like Sheung Tak parking garage in #TseungKwanO where a college student, 22yo man surnamed Chow, fel…"
poonling12,"RT @Woppa1Woppa: QE Hospital.  #HKUST student association wish for the press give Chow's family personal space, and also investigate why #H…"
Hermi30Gu2,"RT @ChalecosAmarill: 📽🆘️ “This mask is a symbol of resistance against tyranny,” a protester explains.The crowd wearing #GuyFawkes masks mar…"
KWWong60449188,"RT @LawMic1: @SolomonYue Everyone of #Hongkongers is in anguish.  Sorry if any of us may sound impolite, we just cant afford to lose anothe…"
man54657951,"RT @Woppa1Woppa: QE Hospital.  #HKUST student association wish for the press give Chow's family personal space, and also investigate why #H…"
petec2019,"RT @tictoc: JUST IN: Hong Kong student Chow Tsz-lok who fell near an area of confrontation between protesters and police has died, SCMP rep…"
johannachanxdxd,RT @ezracheungtoto: #BREAKING: Local media outlet Hong Kong Citizen News has disclosed a dash cam video showing that riot police had entere…
emiru0095,"RT @Woppa1Woppa: QE Hospital.  #HKUST student association wish for the press give Chow's family personal space, and also investigate why #H…"
choffy14,"RT @ClaudiaMCMo: University student Chow Tsz Lok died after falling one floor at a Tseung Kwan O housing estate car park 5 days ago, amid a…"
chung0900,"RT @tictoc: JUST IN: Hong Kong student Chow Tsz-lok who fell near an area of confrontation between protesters and police has died, SCMP rep…"
CarmenKwan926,RT @JOceanW: A group of students are now marching to the residence of the university president Wei Shyy to demand him to condemn police vio…
LutYuen,RT @JOceanW: A group of students are now marching to the residence of the university president Wei Shyy to demand him to condemn police vio…
TeresaW17993222,"RT @Woppa1Woppa: QE Hospital.  #HKUST student association wish for the press give Chow's family personal space, and also investigate why #H…"
c99whatever,"RT @tictoc: @business 🇭🇰 ""No matter how they prosecute activists, we will continue our fight in such uphill battle.""  

Hong Kong activist…"
Freehongkongfr1,"Pass the act please.
#HongKong #HongKongProtests #FightforFreedom #StandwithHongKong #antiChinazi #香港デモ #科勞手足 #手足互科… https://t.co/aOTyOFhJoH"
petec2019,RT @Woppa1Woppa: Scene at #HKUST.  The stage used for graduation ceremony has turned into a memorial site for Alex Chow.  While most at the…
tami_doku,RT @Woppa1Woppa: Lunch break in Central.  These are not the typical young protesters.  You're looking at people in dress shirts and busines…
liangel1006,"RT @Woppa1Woppa: QE Hospital.  #HKUST student association wish for the press give Chow's family personal space, and also investigate why #H…"
Nicolewan12,RT @Woppa1Woppa: Scene at #HKUST.  The stage used for graduation ceremony has turned into a memorial site for Alex Chow.  While most at the…
freakingcat,"RT @frances_sit: Dozens of Tseung Kwan O residents solemnly mourn the death of the UST student at Sheung Tak car park, at the spot where Ch…"
kayin83329860,RT @Woppa1Woppa: Lunch break in Central.  These are not the typical young protesters.  You're looking at people in dress shirts and busines…
benben825,"RT @tictoc: JUST IN: Hong Kong student Chow Tsz-lok who fell near an area of confrontation between protesters and police has died, SCMP rep…"
HongkongerSmile,"RT @ajmm19923493: A flash mob march during lunch hour in Central. #HongKong working class is paying tribute to Chow Tsz-Lok, and demanding…"
JasperYhf,"RT @tictoc: JUST IN: Hong Kong student Chow Tsz-lok who fell near an area of confrontation between protesters and police has died, SCMP rep…"
lhsj1337,RT @HongKongFP: A new cartoon from Chinese artist @Badiucao after a student died following a fall during a police operation on Sunday. Full…
Abcxyz67940602,"RT @ClaudiaMCMo: University student Chow Tsz Lok died after falling one floor at a Tseung Kwan O housing estate car park 5 days ago, amid a…"
petec2019,"RT @frances_sit: Around a hundred #HongKong protesters have occupied the junction of Pedder Street &amp;Des Voeux Road Central,in a flash mob s…"
Chuncha07909251,"RT @hardmaru: Adversarial Attack on Demand

“Inspired by the protests, this cap blocks facial recognition when used. Plans are available fo…"
YpqcgrFoK3313e5,RT @Peggy_fung: How crazy is this photo showing the riot police just opened the door and shot directly at the journalist ignoring the fact…
Freehongkongfr1,"Please pass the act asap, we need help. 
#HongKong #HongKongProtests #FightforFreedom #StandwithHongKong… https://t.co/yzBP20DtBa"
cl721831,"RT @FreedomEugeneUS: In response to delayed police action, Sec. of Security John Lee said the 24000 calls on 7/21 YuenLong attack were from…"
kayin83329860,RT @JOceanW: A group of students are now marching to the residence of the university president Wei Shyy to demand him to condemn police vio…
HongkongerSmile,"RT @Woppa1Woppa: Central.  News broke out about Chow's death, and many working class citizens came to Chater Garden during their lunch brea…"
vickywong710,"RT @frances_sit: Dozens of Tseung Kwan O residents solemnly mourn the death of the UST student at Sheung Tak car park, at the spot where Ch…"
dollyyeung1,"RT @tictoc: JUST IN: Hong Kong student Chow Tsz-lok who fell near an area of confrontation between protesters and police has died, SCMP rep…"
hyjpang,"RT @frances_sit: Dozens of Tseung Kwan O residents solemnly mourn the death of the UST student at Sheung Tak car park, at the spot where Ch…"
ffg156,Death of 22yo college student-first confirmed murder case by the terrorist HK police. Hundreds more unconfirmed cases #HongKongProtests
tictoc,"""You will have your revenge!""

Protesters blame the Hong Kong police for the death of 22-year-old Chow Tsz-lok (… https://t.co/6vBvxlYpR3"
kayin83329860,"RT @Woppa1Woppa: QE Hospital.  #HKUST student association wish for the press give Chow's family personal space, and also investigate why #H…"
wt8usay,RT @Woppa1Woppa: Scene at #HKUST.  The stage used for graduation ceremony has turned into a memorial site for Alex Chow.  While most at the…
Hope314342,RT @galileocheng: Angry citizens are chanting “Fxxk off cockroaches! Murderer!” In Chater Garden for flash mob rally and mourning for Alex…
savepeanuts,"RT @frances_sit: A boy subdued at MTR station exit, after police arrived again to clear the road blocks #HongKongProtests https://t.co/sg6o…"
nat94384142,"RT @yuen_cecil: #HongKong students, many wearing banned black masks, chanted slogans at their graduation at the with some holding up banner…"
